GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,378.5852,1006.8097,1713.7417,0.0,0.0,0.0,-1035.9058,-8924.1185,501.5175,5169.0632,-1688.3547,49.347373680000004,-1190.3070000000016,-1639.0073263200002,-2829.3143263200013
1,393.4642,1057.9502,1716.7189,0.0,0.0,0.0,-1010.3363,-8934.9879,489.9871,5196.1466,-1732.7669,50.02170624,-1091.0571999999993,-1682.7451937600001,-2773.802393759999
2,413.4216,1041.6324,1717.2109,0.0,0.0,0.0,-1010.2318,-9082.699,489.5452,5194.6094,-1589.161,50.290230959999995,-1236.5112999999992,-1538.8707690400001,-2775.3820690399994
3,372.6898,1057.3132,1700.3131,0.0,0.0,0.0,-1008.7121,-9190.0702,474.1821,5189.3273,-1478.8938,50.15336976,-1404.9568,-1428.74043024,-2833.69723024
4,372.9427,1021.2964,1715.7806,0.0,0.0,0.0,-1011.8588,-9195.2476,483.1894,5268.8975,-1508.4649,49.797231839999995,-1344.9998000000005,-1458.66766816,-2803.6674681600007
5,372.5223,1065.2223,1709.0261,0.0,0.0,0.0,-1016.9482,-9090.7446,483.601,5223.9935,-1584.0124,50.2096536,-1253.3276000000005,-1533.8027464000002,-2787.1303464000007
6,406.5554,1021.1594,1681.366,0.0,0.0,0.0,-1010.3532,-8972.7654,490.293,5216.1408,-1683.614,51.35939568,-1167.6040000000003,-1632.25460432,-2799.8586043200003
7,375.7135,1016.879,1688.9976,0.0,0.0,0.0,-1001.0387,-9004.7313,491.1289,5184.886,-1646.2214,51.76571184,-1248.164999999999,-1594.45568816,-2842.6206881599987
8,414.8683,1005.7496,1706.009,0.0,0.0,0.0,-996.8593,-9114.362,488.9106,5206.2708,-1551.7858,52.83624888,-1289.4129999999986,-1498.94955112,-2788.362551119999
9,391.5369,1045.8313,1723.2,0.0,0.0,0.0,-1001.8839,-9122.6291,488.3344,5217.1735,-1573.5579,53.40115008,-1258.4369000000006,-1520.15674992,-2778.59364992
10,387.229,1063.467,1696.8415,0.0,0.0,0.0,-1017.6041,-9056.8585,471.4063,5203.1249,-1601.6533,50.912364239999995,-1252.393900000001,-1550.74093576,-2803.134835760001
11,393.7273,1006.2335,1686.4762,0.0,0.0,0.0,-982.8075,-8951.0887,497.6493,5191.0161,-1687.5102,53.44922088,-1158.7938000000004,-1634.06097912,-2792.85477912
12,403.3252,1037.8022,1720.9124,0.0,0.0,0.0,-997.8824,-9088.1951,480.9961,5182.1798,-1587.6635,51.865102799999995,-1260.8618000000006,-1535.7983972000002,-2796.6601972000008
13,383.5534,1047.8468,1702.1961,0.0,0.0,0.0,-1009.2702,-9039.9438,494.2717,5222.726,-1596.1853,52.46813088,-1198.619999999999,-1543.71716912,-2742.337169119999
14,401.5207,1061.6756,1688.693,0.0,0.0,0.0,-1009.5678,-8978.2352,475.3242,5187.0493,-1685.491,52.43929632,-1173.5401999999995,-1633.05170368,-2806.5919036799996
15,365.9398,1097.452,1711.9011,0.0,0.0,0.0,-1017.3032,-8887.3271,493.3547,5207.5427,-1765.0138,54.044837279999996,-1028.4400000000005,-1710.96896272,-2739.40896272
16,367.0366,1072.4949,1685.0924,0.0,0.0,0.0,-1007.5744,-8880.981,478.9124,5183.1752,-1760.3565,53.65697976,-1101.8438999999998,-1706.69952024,-2808.5434202399997
17,407.3035,1010.1986,1707.8458,0.0,0.0,0.0,-997.6477,-8917.1381,477.3288,5231.6546,-1768.3873,54.10722096,-1080.4544999999998,-1714.2800790400001,-2794.73457904
18,417.422,1038.2449,1691.4954,0.0,0.0,0.0,-995.2236,-8904.9287,483.3825,5206.0248,-1779.1335,54.78182856,-1063.5827000000008,-1724.35167144,-2787.9343714400006
19,365.7662,1079.0103,1707.118,0.0,0.0,0.0,-983.6762,-8917.7187,491.152,5170.3858,-1714.0049,52.65273672,-1087.962599999999,-1661.35216328,-2749.3147632799987
20,385.4124,1024.0073,1677.3756,0.0,0.0,0.0,-985.8281,-9052.9593,502.6644,5242.0843,-1657.76,52.95856104,-1207.2434000000003,-1604.80143896,-2812.0448389600006
21,405.0423,1049.1362,1703.5378,0.0,0.0,0.0,-984.2844,-8959.5074,493.0281,5194.6099,-1704.7863,54.42882984,-1098.437500000001,-1650.35747016,-2748.7949701600005
22,375.0119,1034.4962,1699.7148,0.0,0.0,0.0,-992.9029,-8976.4388,479.8461,5244.9223,-1742.3283,54.27127224,-1135.3504000000003,-1688.05702776,-2823.4074277600002
23,376.9466,1059.1644,1709.1402,0.0,0.0,0.0,-989.8255,-8973.8558,484.4848,5227.464,-1711.6723,53.44939368,-1106.4812999999995,-1658.22290632,-2764.7042063199997
24,397.3167,1014.1787,1710.2952,0.0,0.0,0.0,-978.6857,-9013.3143,486.1856,5219.5507,-1706.4728,55.63204416,-1164.4731000000002,-1650.84075584,-2815.31385584
25,388.8185,1063.2399,1709.123,0.0,0.0,0.0,-991.0304,-8967.5158,470.6589,5238.2047,-1750.7075,55.61670528,-1088.5011999999988,-1695.09079472,-2783.5919947199986
26,405.2787,1014.4559,1713.2854,0.0,0.0,0.0,-999.1761,-9078.0306,495.1438,5286.988,-1633.0658,52.48033488,-1162.0549,-1580.58546512,-2742.6403651200003
27,391.6591,1048.7807,1703.9654,0.0,0.0,0.0,-983.4373,-9026.0774,474.5665,5213.2793,-1668.5366,54.339901919999996,-1177.2637000000004,-1614.1966980799998,-2791.4603980800002
28,353.0964,1085.8878,1713.3575,0.0,0.0,0.0,-1018.6407,-9026.2862,469.8098,5213.1175,-1673.761,52.56636047999999,-1209.6579000000002,-1621.19463952,-2830.85253952
29,413.7438,1036.6376,1700.6936,0.0,0.0,0.0,-1006.1772,-9141.9341,499.9526,5223.6074,-1574.4532,51.069431519999995,-1273.4763000000012,-1523.3837684799998,-2796.8600684800012
30,374.8492,1041.5171,1685.9745,0.0,0.0,0.0,-998.0393,-9040.1591,498.6291,5233.3828,-1654.1495,53.223253199999995,-1203.8457000000008,-1600.9262468,-2804.771946800001
31,405.9547,1048.69,1714.8908,0.0,0.0,0.0,-1009.1356,-9050.8445,492.5486,5240.9044,-1667.4337,53.3313756,-1156.9915999999985,-1614.1023244,-2771.0939243999983
32,416.2453,1026.9497,1709.5212,0.0,0.0,0.0,-987.7791,-8929.2825,475.9868,5194.3051,-1753.5991,51.760202400000004,-1094.0535,-1701.8388975999999,-2795.8923976
33,378.2087,1055.5013,1689.5384,0.0,0.0,0.0,-974.1029,-8988.6625,491.1397,5213.5179,-1708.6606,52.45727255999999,-1134.8594000000003,-1656.2033274399998,-2791.0627274400003
34,375.1535,1062.0874,1703.881,0.0,0.0,0.0,-1002.9374,-8965.3008,478.7262,5221.1111,-1706.9645,53.17028208,-1127.2790000000005,-1653.79421792,-2781.0732179200004
35,425.2839,1055.7641,1712.9431,0.0,0.0,0.0,-991.4828,-8935.1766,470.1318,5204.3589,-1730.474,53.42694408,-1058.1776,-1677.0470559199998,-2735.2246559200003
36,412.0058,1077.7713,1721.9539,0.0,0.0,0.0,-999.037,-8939.7239,487.9048,5245.344,-1777.9832,53.28847872,-993.7811000000002,-1724.6947212799998,-2718.4758212799998
37,401.0734,1072.697,1737.0127,0.0,0.0,0.0,-1006.4944,-8841.6789,478.0121,5205.5837,-1840.9878,54.814509359999995,-953.7944000000016,-1786.17329064,-2739.9676906400014
38,380.6941,1049.5549,1710.0555,0.0,0.0,0.0,-953.528,-8931.398,482.2697,5233.6002,-1796.3618,55.83004776,-1028.7515999999996,-1740.5317522399998,-2769.283352239999
39,396.6792,1049.7011,1677.6994,0.0,0.0,0.0,-940.7743,-9042.7724,485.3166,5231.7336,-1678.902,55.271712959999995,-1142.4168,-1623.63028704,-2766.04708704
40,412.3606,1025.0352,1701.717,0.0,0.0,0.0,-996.5886,-9049.1148,481.7337,5206.1056,-1630.5066,53.26393752,-1218.7513,-1577.24266248,-2795.9939624799995
41,384.9945,1045.3021,1716.5234,0.0,0.0,0.0,-990.9144,-8966.8922,501.4344,5218.9311,-1704.7118,53.85337776,-1090.6211000000003,-1650.85842224,-2741.4795222400003
42,407.4349,1038.236,1708.8777,0.0,0.0,0.0,-1001.6181,-9076.0075,487.7179,5203.5358,-1623.4259,51.72472008,-1231.8233,-1571.70117992,-2803.52447992
43,405.8139,1040.0095,1723.4049,0.0,0.0,0.0,-1007.3556,-8930.958,477.0625,5214.3251,-1734.7033,55.381477679999996,-1077.6977000000006,-1679.32182232,-2757.0195223200008
44,369.9989,1023.9358,1713.7052,0.0,0.0,0.0,-959.9139,-8953.5956,473.6443,5285.6811,-1786.3576,56.47710096,-1046.5442000000003,-1729.8804990400001,-2776.4246990400006
45,403.3178,1036.5148,1720.448,0.0,0.0,0.0,-979.7596,-9061.7893,484.9648,5244.012,-1661.5125,53.419240079999994,-1152.2915000000003,-1608.09325992,-2760.3847599200003
46,391.667,1071.9278,1717.8157,0.0,0.0,0.0,-1006.9623,-8997.476,482.6361,5219.7127,-1708.1685,52.26506208,-1120.679000000001,-1655.90343792,-2776.5824379200008
47,392.3834,1029.5071,1698.0559,0.0,0.0,0.0,-970.767,-9020.1719,500.9589,5239.5924,-1685.3052,54.66729023999999,-1130.4411999999993,-1630.63790976,-2761.079109759999
48,384.3841,1067.6072,1704.0495,0.0,0.0,0.0,-979.0124,-8967.016,466.6758,5197.2671,-1715.7312,53.9412876,-1126.0447000000004,-1661.7899124,-2787.8346124000004
49,418.6607,1027.4404,1716.6403,0.0,0.0,0.0,-985.805,-9065.1158,482.9708,5166.4701,-1615.6496,53.02293912,-1238.7384999999995,-1562.62666088,-2801.365160879999
50,402.8859,1046.5854,1712.7997,0.0,0.0,0.0,-966.8452,-9009.3293,485.9788,5185.9868,-1674.978,52.50886848,-1141.9379,-1622.46913152,-2764.40703152
51,411.6176,1059.1537,1713.6341,0.0,0.0,0.0,-987.711,-9003.2196,495.6043,5227.8342,-1685.8354,52.46665344,-1083.0866999999998,-1633.3687465599999,-2716.45544656
52,396.101,1009.8668,1704.9399,0.0,0.0,0.0,-982.4486,-8953.5861,492.9074,5234.9374,-1740.6332,55.496896559999996,-1097.2822000000006,-1685.13630344,-2782.4185034400007
53,384.577,1051.3033,1704.4543,0.0,0.0,0.0,-977.4373,-8824.8984,478.7205,5232.0902,-1874.3503,54.877107599999995,-951.1903999999995,-1819.4731924,-2770.6635923999997
54,384.3654,1089.3474,1676.3434,0.0,0.0,0.0,-999.1979,-8854.1145,489.0014,5214.6388,-1824.0952,53.0260992,-999.616,-1771.0691008,-2770.6851008
55,383.6764,1014.7905,1722.6054,0.0,0.0,0.0,-967.4593,-8802.6749,483.9828,5197.1492,-1830.7487,55.7341668,-967.929900000001,-1775.0145332000002,-2742.944433200001
56,377.2319,1054.5662,1698.6896,0.0,0.0,0.0,-997.7004,-8836.1707,480.454,5221.7256,-1835.3512,53.1442224,-1001.2038000000011,-1782.2069776,-2783.410777600001
57,407.0294,1074.6437,1694.2783,0.0,0.0,0.0,-1004.5943,-8843.4048,475.437,5212.5046,-1821.71,53.00372952,-984.1061,-1768.70627048,-2752.81237048
58,383.6977,1035.8991,1700.1507,0.0,0.0,0.0,-983.5636,-8858.8576,485.1125,5192.0298,-1790.2859,55.12028616,-1045.531399999999,-1735.16561384,-2780.697013839999
59,378.0329,1002.1787,1725.2401,0.0,0.0,0.0,-1005.83,-8905.0762,476.5418,5238.9747,-1775.6875,55.6085772,-1089.938,-1720.0789228,-2810.0169228
60,392.4233,1061.6258,1703.6201,0.0,0.0,0.0,-997.9103,-8905.8145,480.5659,5255.2503,-1781.7986,53.34136488,-1010.2394000000004,-1728.4572351200002,-2738.6966351200003
61,361.2089,1036.304,1713.7159,0.0,0.0,0.0,-986.4629,-8878.2109,492.7192,5215.7527,-1817.2887,54.61130088,-1044.9731000000002,-1762.67739912,-2807.6504991200004
62,383.6199,1033.3488,1693.4199,0.0,0.0,0.0,-979.7614,-8763.5554,485.4976,5230.7453,-1899.4525,56.13924528,-916.6852999999992,-1843.31325472,-2759.9985547199994
63,396.178,1013.9623,1676.7777,0.0,0.0,0.0,-996.6764,-8950.5045,483.438,5243.215,-1716.759,54.2906424,-1133.6098999999986,-1662.4683576,-2796.078257599999
64,396.2507,1070.9994,1698.7084,0.0,0.0,0.0,-994.7936,-8898.178,487.0284,5219.6638,-1800.6392,54.725543280000004,-1020.3208999999997,-1745.91365672,-2766.23455672
65,408.5156,1053.4146,1726.3709,0.0,0.0,0.0,-985.5969,-8867.9394,468.7119,5187.9768,-1788.5356,55.70548416,-1008.5464999999986,-1732.83011584,-2741.3766158399985
66,381.4044,1041.3695,1702.6331,0.0,0.0,0.0,-988.9598,-8862.0212,474.7883,5194.189,-1787.5524,54.73199232,-1056.5966999999982,-1732.82040768,-2789.4171076799985
67,385.2892,1022.1314,1691.9404,0.0,0.0,0.0,-993.3511,-8836.7442,489.8119,5207.0951,-1797.9604,53.018163359999996,-1033.8273,-1744.94223664,-2778.76953664
68,396.8955,998.6829,1710.5095,0.0,0.0,0.0,-974.6506,-8933.9583,495.4447,5201.2053,-1742.3069,54.511447679999996,-1105.871000000001,-1687.79545232,-2793.666452320001
69,402.0266,1058.5427,1726.0529,0.0,0.0,0.0,-1026.9184,-8944.7641,480.6945,5226.3509,-1733.0259,51.90666192,-1078.014900000001,-1681.11923808,-2759.1341380800013
70,403.2152,1004.3232,1706.2284,0.0,0.0,0.0,-998.7634,-9018.7911,495.7631,5209.1812,-1657.7729,52.36664472,-1198.8434000000007,-1605.4062552799999,-2804.2496552800008
71,360.7759,1055.8217,1692.3122,0.0,0.0,0.0,-997.7006,-8990.0818,484.8301,5223.221,-1684.6986,52.64316432,-1170.8215,-1632.0554356799998,-2802.87693568
72,404.5823,1059.6853,1689.2471,0.0,0.0,0.0,-1017.634,-9017.977,490.3756,5186.7426,-1612.4998,51.68413584,-1204.9781000000012,-1560.81566416,-2765.793764160001
73,416.6454,1072.1304,1693.9609,0.0,0.0,0.0,-1000.8028,-8938.4488,471.0003,5168.2762,-1690.9912,53.01209376,-1117.2384000000002,-1637.97910624,-2755.21750624
74,422.3471,1006.9314,1689.4347,0.0,0.0,0.0,-989.9266,-8820.5095,490.5699,5175.9366,-1842.9381,55.1621628,-1025.2163999999993,-1787.7759372,-2812.9923372
75,418.3557,1048.9191,1704.7207,0.0,0.0,0.0,-990.7484,-8873.228,483.0076,5210.0204,-1815.0056,53.805537359999995,-998.9528999999984,-1761.20006264,-2760.1529626399983
76,395.5464,1029.5228,1684.8714,0.0,0.0,0.0,-970.2636,-9051.8873,487.4214,5211.1094,-1645.3205,53.637931439999996,-1213.6795000000002,-1591.68256856,-2805.36206856
77,407.3545,1008.1992,1722.7102,0.0,0.0,0.0,-989.0082,-8865.5629,481.6536,5181.7403,-1801.5599,54.34788528,-1052.913300000001,-1747.21201472,-2800.1253147200014
78,400.1012,1037.6567,1697.7577,0.0,0.0,0.0,-1006.5302,-8794.8463,469.345,5199.8257,-1859.4898,52.90929936,-996.6901999999991,-1806.58050064,-2803.270700639999
79,392.251,1039.5635,1695.7364,0.0,0.0,0.0,-963.225,-8901.538,483.5431,5249.3968,-1815.4265,55.18694448,-1004.2722000000003,-1760.23955552,-2764.5117555200004
80,428.9593,1053.3435,1683.5493,0.0,0.0,0.0,-992.473,-8880.5339,470.2995,5201.4943,-1771.5921,53.489942639999995,-1035.3609999999999,-1718.10215736,-2753.4631573599995
81,397.1031,992.6309,1713.2415,0.0,0.0,0.0,-990.7319,-8810.8909,488.5214,5207.1478,-1835.8368,53.294896800000004,-1002.9781000000012,-1782.5419032,-2785.520003200001
82,374.1391,1038.1311,1690.9917,0.0,0.0,0.0,-992.4248,-8747.9026,485.1972,5191.7512,-1879.8587,56.39191055999999,-960.1171000000004,-1823.46678944,-2783.5838894400003
83,407.0695,1053.0894,1695.8311,0.0,0.0,0.0,-995.636,-9010.2751,475.9785,5185.2228,-1636.5688,51.06779064,-1188.7198000000008,-1585.50100936,-2774.2208093600007
84,400.4247,1027.6776,1704.1926,0.0,0.0,0.0,-963.0466,-8905.4451,480.9886,5212.9776,-1802.8155,54.53017776,-1042.2306000000017,-1748.28532224,-2790.5159222400016
85,412.0433,1058.5063,1691.8687,0.0,0.0,0.0,-988.3068,-8765.8994,493.222,5220.5759,-1913.451,56.24502048,-877.9899999999998,-1857.20597952,-2735.1959795199996
86,420.8474,1056.203,1694.9991,0.0,0.0,0.0,-1010.8069,-8859.9891,481.8602,5253.3856,-1830.911,54.341302320000004,-963.5007000000014,-1776.56969768,-2740.0703976800014
87,403.3813,1083.0897,1715.8319,0.0,0.0,0.0,-1014.2732,-8852.4214,490.0313,5182.6223,-1806.8982,52.87159655999999,-991.7381000000005,-1754.0266034400001,-2745.7647034400006
88,385.4605,1042.0931,1674.4139,0.0,0.0,0.0,-996.7076,-8839.1934,482.4845,5187.1463,-1821.2207,51.71648472,-1064.3027000000002,-1769.5042152800002,-2833.80691528
89,411.0343,1030.0763,1695.0695,0.0,0.0,0.0,-1017.6911,-8829.2665,482.5496,5186.5355,-1812.1904,53.45414784,-1041.6924,-1758.73625216,-2800.4286521599997
90,389.0345,1048.9592,1714.2985,0.0,0.0,0.0,-999.8712,-8853.1668,486.7983,5192.3826,-1797.2084,52.63363296,-1021.5649000000003,-1744.57476704,-2766.1396670400004
91,364.882,1090.6214,1698.2741,0.0,0.0,0.0,-1014.1831,-9054.6412,493.5246,5228.7653,-1640.7027,51.18204384,-1192.7569000000003,-1589.52065616,-2782.27755616
92,397.0583,1061.907,1713.0579,0.0,0.0,0.0,-1022.6994,-8885.8549,468.6588,5187.8057,-1768.7771,51.33464856,-1080.0666,-1717.44245144,-2797.5090514400003
93,390.5766,996.0543,1694.9364,0.0,0.0,0.0,-984.0019,-8947.5116,458.9978,5222.2078,-1716.6274,53.684388,-1168.7405999999992,-1662.9430120000002,-2831.6836119999994
94,407.596,1033.7343,1745.0655,0.0,0.0,0.0,-1007.4516,-9040.8535,472.3323,5212.6967,-1661.255,49.874255999999995,-1176.880299999999,-1611.380744,-2788.261043999999
95,404.9711,1041.556,1722.6875,0.0,0.0,0.0,-1010.3484,-8969.3187,480.7387,5213.8026,-1714.5752,51.972667200000004,-1115.9111999999996,-1662.6025328,-2778.5137327999996
96,398.7988,1037.8869,1711.774,0.0,0.0,0.0,-969.3944,-9029.5774,483.6841,5215.4776,-1690.5044,51.68796552,-1151.3503999999994,-1638.81643448,-2790.166834479999
97,365.0625,1057.6275,1697.2315,0.0,0.0,0.0,-996.8268,-8983.6229,477.9263,5230.3631,-1708.4748,53.11403568,-1152.2388,-1655.36076432,-2807.59956432
98,382.9255,1085.3723,1695.0916,0.0,0.0,0.0,-1010.8601,-9081.1635,487.3988,5256.3488,-1611.0588,51.358572,-1184.8866000000007,-1559.700228,-2744.5868280000004
99,394.8406,1049.9353,1698.598,0.0,0.0,0.0,-985.769,-8956.3294,493.4893,5201.9259,-1703.4473,54.33458616,-1103.3093,-1649.11271384,-2752.4220138399996
100,386.9459,1089.7938,1709.9824,0.0,0.0,0.0,-992.508,-8974.0597,488.0855,5214.8744,-1720.829,53.91052704,-1076.8856999999998,-1666.91847296,-2743.8041729599995
101,390.7161,1000.4784,1696.4613,0.0,0.0,0.0,-969.3245,-8873.2587,475.5712,5191.5402,-1780.9597,54.947036159999996,-1087.8159999999998,-1726.0126638400002,-2813.82866384
102,388.4804,1060.2602,1688.4319,0.0,0.0,0.0,-975.3608,-8922.9461,489.6056,5240.4751,-1787.0644,53.7059448,-1031.0536999999995,-1733.3584552,-2764.4121551999997
103,396.3026,1017.0429,1685.8044,0.0,0.0,0.0,-999.7617,-8780.2586,480.3252,5223.4416,-1895.5863,54.67401648,-977.1035999999995,-1840.9122835199998,-2818.0158835199995
104,396.435,1005.4586,1686.0995,0.0,0.0,0.0,-947.8042,-8883.3304,489.7913,5215.7106,-1811.4191,55.879865280000004,-1037.6396000000004,-1755.53923472,-2793.1788347200004
105,370.8643,1023.5761,1710.5886,0.0,0.0,0.0,-1006.4977,-8752.958,495.9349,5219.476,-1885.3566,51.81135048,-939.0158000000001,-1833.54524952,-2772.5610495200003
